GeneSymbol	P	z.score
C17orf82	0.185691126313668	1.32343389445682
ZNF287	0.185715552762115	1.32336040456591
IDI2	0.185748312881675	1.32326185304832
PHF6	0.185766837576768	-1.32320613132016
MYL9	0.185835761254389	1.32299884703265
FAM124A	0.185885892313454	1.32284811624558
LOXL1	0.185944628724269	1.32267154967768
OAF	0.185968953847011	1.32259843839577
MBD4	0.186010872680245	-1.32247246426574
FNBP1	0.186052678941637	-1.3223468493347
PSG6	0.1861986709797	1.32190835182653
PTMS	0.186227202956256	1.32182268368446
SS18	0.186252367590304	-1.3217471341427
KIAA1109	0.186325331783468	-1.32152812287529
FRMD7	0.186345670790737	1.32146708406518
AQP11	0.186452589420094	-1.32114629457796
RELA	0.186474998002613	1.32107907901908
LENG1	0.186476896714303	-1.32107338402159
NOTCH1	0.186536113834162	-1.32089578964302
TSPYL5	0.186760421889141	-1.32022345879569
CXCL16	0.186767226724799	-1.32020307161366
MRGPRD	0.186802565398835	1.32009720631772
KCNN2	0.186803389359923	1.32009473812531
CHAD	0.186840709285846	1.31998295394834
PYGM	0.186874244247671	1.31988252092216
DNAJA4	0.186878406528945	1.31987005633784
RSRC2	0.186945072323131	-1.31967044341645
ADM2	0.187050309998763	1.31935544427173
BBOX1	0.187051387420029	1.31935221999361
CCNL2	0.187061907200667	-1.3193207393433
TXN2	0.187096953908062	1.31921587081528
FRMD4B	0.187195752459126	-1.31892031887014
RAB3IL1	0.187208713127844	1.31888155609113
CCK	0.187214151439378	1.31886529177458
POLG2	0.187273351110034	-1.31868826633887
DUSP4	0.187367933495848	1.31840552130023
SMARCD2	0.187501526856549	-1.31800633614896
EIF4B	0.187595643881871	-1.31772523475899
ZMYM2	0.187624773801555	-1.31763825288472
TRIM7	0.187636859280705	1.31760216859711
TRIB1	0.187697757200527	1.31742036838658
PKD1P1	0.187736977901397	-1.31730330481345
RAD54L2	0.188025341937473	1.31644316703334
DUSP10	0.188037768385191	1.31640612307178
RPS4X	0.188049078313963	-1.31637240908819
SERINC5	0.188177379353996	-1.31599005877205
LRFN3	0.188186695102867	1.31596230437159
LYPLA1	0.188209375492029	-1.31589473695081
LAMA2	0.188278114691584	1.3156899918589
KRT3	0.188291256485833	1.31565085427478
TMEM192	0.18833498140484	1.31552065157602
PTPRR	0.188340292268187	1.31550483857178
DYNLL1	0.188379858674207	1.31538704063133
FCRLA	0.188422810885898	-1.31525918305773
PTGDR	0.188442667223337	-1.31520008316739
ZG16B	0.188459320049896	1.31515052166574
PIK3C2G	0.188470718633999	1.31511659950059
MN1	0.188481863345463	1.31508343432302
DGKK	0.18857457634294	1.31480758883791
LARS	0.188645148647684	-1.31459768476171
ODF1	0.188662948629068	1.31454475120354
PCSK5	0.188810966710406	-1.31410471784533
SYNPR	0.188894151934223	1.31385753352763
FGF12	0.189022252420623	1.31347704073897
GRP	0.189058537395384	1.31336929918925
NUF2	0.189152486532032	-1.31309040534884
DCDC5	0.189153083990093	1.31308863208432
HIST1H3I	0.189201721534745	1.31294428896748
ZFAND2A	0.189240304925798	1.31282980332173
SAA3P	0.189279136648611	1.31271459819057
XRCC3	0.189284580176346	1.31269844984031
FAM107A	0.189328498049216	1.31256817897979
PIGW	0.189340901724051	-1.31253139076264
VAC14	0.189423525308451	1.31228638173475
ARHGDIA	0.189485889355483	1.31210150177247
SCARF1	0.189523253671129	1.31199075569437
CA6	0.189569185966634	-1.31185463657123
ZNF202	0.189732217184951	-1.31137169407108
CNPY3	0.189732904100458	-1.31136965988883
CASP10	0.189762944402932	1.31128070600146
PTPRD	0.189859840873558	1.31099385155628
PTPRU	0.189901805631658	1.31086965163272
OR51S1	0.18991440093044	1.31083237822375
VSIG1	0.189950263081974	-1.31072626092979
SPTBN5	0.189977907466295	1.31064447035413
GK2	0.190057030497369	1.31041041996281
MT2A	0.190134670850459	1.31018082517423
FAM83C	0.190145762550641	1.31014803090229
NDUFB6	0.190191268022518	-1.31001350190903
PMP22	0.190207456005709	-1.309965650676
NUSAP1	0.190388123946027	1.30943180463468
ZNF2	0.190494536306697	-1.30911754698811
KEL	0.190576830538639	1.30887460377308
MRPL4	0.190578634879686	1.30886927799039
EIF4G3	0.190601361630134	-1.3088021997629
DTL	0.190603394083333	1.30879620124416
HIST1H4L	0.190608856981489	-1.30878007845097
TBC1D26	0.190627541298484	-1.30872493751253
EXT1	0.190641724532117	-1.30868308277544
ZNF507	0.190686502915008	-1.30855095676357
VANGL1	0.190702135880296	1.30850483449773
MED17	0.1908147230276	-1.30817274845158
ARL17A	0.190927223878789	-1.30784106098211
ARHGEF12	0.190941152416042	1.30780000533466
GPC1	0.190941353070476	1.30779941390333
KLRG2	0.190991491011677	1.30765164606034
CKAP2	0.191060003640636	-1.3074497700152
TTC13	0.191150240240044	-1.30718396443251
RAC3	0.191269881686176	1.3068316847556
MRPL32	0.191287493162372	1.30677984212733
SCN1A	0.191307629169543	1.30672057237966
TMEM101	0.191353357183829	1.30658599035456
C8orf58	0.191409088162483	1.30642200061553
MYO7B	0.191423575114161	1.30637937816623
KANK3	0.191507101186626	1.30613368014177
METTL9	0.191670321171629	1.30565378412061
DAGLA	0.191710312050009	1.30553624961986
NARF	0.191716634502229	1.30551766937679
ZNF577	0.19183121999028	-1.30518100687117
POLR3B	0.191873828290762	-1.30505585756241
PLCXD2	0.191920139706166	-1.30491985462446
PSG9	0.191930964455727	1.30488806901465
MYCT1	0.191934465212959	1.304877789733
GIMAP7	0.19201915115998	1.30462916818706
HCRT	0.19207503600588	1.30446514525555
PRSS36	0.192128198904748	1.30430914384851
SLC38A2	0.192229943232991	-1.30401067338914
OR52E6	0.19224261322977	1.30397351365414
HPCA	0.192309267037583	1.3037780548653
TGFBR3	0.192372039963437	-1.3035940220918
SCN7A	0.192526267622744	1.30314205684564
NEIL3	0.192752368099885	1.30247994858128
DDX24	0.192826844764093	-1.30226197753076
STK11IP	0.192833746446056	1.30224178149216
XPO1	0.19285297494549	-1.30218551691987
TMEM174	0.192909610253203	1.30201982011635
ROPN1L	0.19295985432428	-1.3018728519461
KCNJ1	0.193036108024823	1.3016498571112
TOP3A	0.193061461842226	-1.30157572723865
MCM10	0.193160533659064	1.30128612812794
YY1AP1	0.193179112639015	-1.30123183163433
GOPC	0.193219092845654	-1.30111500372621
KLF3	0.193268272452619	-1.3009713182022
ZBTB40	0.193286594074458	-1.30091779573003
RHOG	0.193348624532346	1.30073661544566
PTPN3	0.193349829688448	1.30073309581507
ADGRG2	0.193388052079127	1.3006214765634
EIF1AX	0.193497794995073	-1.30030108892704
CFHR3	0.193588750115906	1.30003565221123
PON2	0.193634051268138	-1.29990348283436
C1orf53	0.193693065283289	-1.29973133924275
IGSF1	0.19371382156063	1.29967080243863
GMPR2	0.193753770450752	1.29955430274586
CAMTA2	0.193812982761673	1.29938165914765
GSTM3	0.193814907222617	1.29937604870313
RBFOX2	0.193843870137787	1.29929161709954
PLEKHG6	0.19385014868009	1.29927331535012
CYB561D1	0.19386006904391	1.29924439869481
PPARGC1A	0.193865513030244	1.2992285305977
GNL1	0.193934626578288	1.29902710729597
NGF	0.193936022412244	-1.29902303984512
TACR2	0.193982589016958	1.29888735738504
RFTN1	0.193985234202361	-1.2988796507497
CAP2	0.193996966458701	1.29884547024893
LCMT2	0.194147152297268	-1.29840805606602
MISP	0.194155711587314	1.29838313473356
PRKAG3	0.194164595649203	1.29835726864432
TMCO5A	0.194190792223955	1.29828100195189
PCK2	0.194210888873429	1.29822249923096
EXD3	0.194212656934851	1.2982173524959
TREX2	0.194255714207968	1.2980920256223
MPZL3	0.194308159960215	-1.29793939922436
HSPA13	0.194326183611073	-1.29788695419865
RPL21P28	0.194394230308947	1.29768898482081
ACTRT1	0.194556056796685	1.29721838453851
DEPDC1	0.194567042887191	1.29718644679861
PACS2	0.194603032646607	1.29708182998547
SNX6	0.19463166221651	-1.29699861827237
SARAF	0.194656322274902	-1.29692695112474
RAB3GAP2	0.194673975483374	-1.29687565139956
FAM47E-STBD1	0.194728879403963	1.29671612396701
RPL26L1	0.19473329897821	1.29670328399975
SLC25A38	0.19473961586324	-1.29668493224184
DLG5	0.194785231744632	1.29655242235221
ZNF626	0.194822007454681	-1.29644560891071
CDC42BPB	0.194847403356035	1.29637185625896
DNMT3B	0.194963942376441	1.29603350377663
C8orf31	0.194967863322246	1.29602212251483
TFIP11	0.195002214145419	-1.29592242014971
RADIL	0.195211621973617	1.29531489785196
MUM1L1	0.19522003094925	1.2952905121844
PISD	0.19542244216657	-1.29470376062524
UGGT2	0.195454344340244	1.29461132295563
MTBP	0.195533318944703	-1.29438253883792
DCP2	0.195546762236379	-1.29434360127344
ODF4	0.195607933913098	1.2941664465191
FYTTD1	0.195651505475738	-1.29404028691323
CAMK2A	0.195729632548331	1.29381412485929
SLC13A2	0.19579293399018	1.29363092852427
RPL17	0.195802167520431	-1.29360421002955
PBX4	0.195815129811301	-1.29356670340923
PLEKHG4	0.195840826096109	-1.29349235612866
HSPB1	0.195918329553511	1.2932681580047
RHOH	0.196044302102499	-1.29290388955338
IL25	0.196046036229634	1.29289887626261
U2SURP	0.196084553875367	-1.29278753169629
PCDH12	0.19630965153675	1.29213715277264
CLCNKB	0.196411721534348	1.29184242003158
WNK2	0.196414799930733	1.29183353273561
HBZ	0.196436713663664	1.29177027098162
HIST3H2A	0.196520085957074	1.29152963455477
MIR1292	0.196557320947412	-1.29142218781437
HTR2C	0.196572830139729	1.29137743828214
AFAP1	0.196585803924989	1.29134000628674
KIAA0408	0.196651868601056	1.29114942438898
ITSN2	0.196805643464822	-1.29070599962972
NAA35	0.196881539581827	-1.29048723931172
ERG	0.19690208803605	1.29042802178731
ODC1	0.19691724699029	1.29038433888369
KLHL25	0.197131835729447	1.2897662317375
MPV17	0.197145185216559	1.28972779579603
PPBP	0.197235330402067	1.28946829897411
SRFBP1	0.197298000088708	-1.28928794576751
APOA2	0.197394500072988	1.2890103164213
FBXO33	0.197416335603024	-1.2889475096348
WDR93	0.197437127311872	1.28888770997637
BTBD16	0.197480083103389	1.28876417812955
ABCA6	0.197486353125861	-1.28874614850475
PSMA2	0.197497049080148	1.28871539295621
MBNL3	0.197538711762784	1.28859560613443
TSSK1B	0.197612939832672	1.28838223446345
PILRB	0.197638941641181	-1.28830750505531
DEFA3	0.197714478068435	1.2880904535501
ZNF318	0.197827360682293	-1.28776620203304
CATSPER2	0.197850927098495	1.28769852537542
DBI	0.197886163357154	1.2875973469462
BEST2	0.197889903960834	1.2875866068407
TBCEL	0.19792485005335	1.28748627600758
LIPF	0.198010987761644	1.28723902849132
TMEM128	0.198102483658121	-1.28697648712256
UTP6	0.198112134097767	-1.28694880100131
CDIPT	0.198154384833179	1.28682759958829
ZNF785	0.198247308167574	-1.28656110409837
ZRANB2	0.198326754482294	-1.28633333188154
ZNF496	0.198343647962118	1.28628490695627
NPC1	0.198362777155033	-1.28623007703171
PIGG	0.198435756649076	-1.28602093172536
C2orf88	0.198453977022718	1.28596872438523
GRAMD1B	0.198471992994702	1.28591710616889
OR8S1	0.198507555897705	1.28581522365819
CA12	0.198526485202531	1.28576099941349
SERPINB13	0.198552530773278	1.28568639633366
CSN2	0.1985861188377	1.28559019963426
FBXO9	0.198667441975108	1.28535733825784
LRRIQ1	0.198689749019305	-1.28529347625398
GMCL1	0.198707329081612	-1.28524315064322
AP4B1	0.198752850887919	-1.28511285265157
DNER	0.198770200281915	1.28506319887024
OBSCN	0.198839006080055	1.28486630859848
DEFB108B	0.198850748809132	-1.28483271133125
DEGS1	0.199082337661846	-1.2841704057314
ADAMTS12	0.199208935622664	1.28380859462515
KRT77	0.199230028358528	1.28374832889429
DLST	0.199305886052014	-1.28353162838047
DDX19A	0.199373967491345	-1.28333719337969
PPIL6	0.199429775888973	1.28317784535646
EHMT1	0.199438043716241	1.28315424125116
SLC32A1	0.19957190392187	-1.2827721785778
CRYBB1	0.199616200485884	1.28264578892306
GAGE12F	0.199652426136504	1.28254244291767
TOX	0.199739314604396	-1.28229461978582
C1R	0.199831385212624	1.28203210207323
MAP3K7	0.199882492486069	-1.28188641981305
FUT7	0.19990085214256	1.28183409190279
PAX5	0.199919766417366	-1.28178018691337
INSR	0.200074687048866	1.28133880891313
CLEC11A	0.200080458347074	1.28132237096716
G2E3	0.200196356913778	-1.2809923392318
LHPP	0.200332644298447	1.28060442689561
EIF1AD	0.200361957391382	-1.28052101874197
TMEM126A	0.200385937503639	1.2804527917993
MICALL2	0.200469946562933	1.28021382068583
MARCH1	0.200583086577611	1.27989209950904
ELAC2	0.200689726240317	-1.2795889837456
NLGN3	0.200709626810788	1.27953243078513
TP53I3	0.200817048632977	1.27922723268492
CCDC62	0.200842384682408	1.27915526733588
BSN	0.200928824385711	1.27890979099888
CNST	0.201071934059248	-1.27850354941915
LARS2	0.201074497570841	-1.27849627437124
SMARCA1	0.201151970900001	-1.27827644296228
SPATA16	0.201190424622762	1.27816735304464
OSBPL7	0.201218308216876	1.27808825918941
PCDHB13	0.20128097477866	1.27791053007204
CYP2A6	0.201283471837263	1.27790344898119
IQSEC1	0.201284980574683	-1.27789917057572
FGFR1	0.201303122277564	1.27784772703329
CD27	0.20131855910511	-1.27780395623685
GNAI2	0.20137441159853	1.27764560812787
SPDYA	0.201387535805369	1.27760840417143
COL8A1	0.201470021871627	-1.27737461657023
TSPAN16	0.201481937113798	-1.27734085135363
PHYH	0.201536244543939	-1.27718697429606
CCM2	0.20153875711334	-1.27717985580348
NLRC3	0.201556858945411	-1.27712857246321
FREM1	0.201606674413282	1.27698746024096
TTLL2	0.201689823042414	1.2767519818356
IFRD2	0.201772446331025	1.27651806130951
SLC25A3	0.201815907107635	-1.27639504451802
FAM76A	0.201854632116542	1.27628544870393
VPS4B	0.201871633503477	-1.27623733784785
ZDHHC24	0.20195069265239	1.27601365352511
RAB28	0.202031979869239	-1.27578373181547
RPS6KA4	0.202082830989309	1.27563993319655
MAN1A2	0.20212897482873	-1.27550946881869
HAX1	0.202161682381886	1.27541700655305
WDR25	0.202170708763632	1.27539149143997
TMC3	0.202182156627485	1.27535913265334
ZBTB38	0.202182904728805	-1.27535701809999
CCDC112	0.202201311395725	-1.27530499234571
TFE3	0.202202723179086	1.27530100213547
MGA	0.202444161525496	-1.2746189085091
JAM3	0.202531169064242	1.27437324659836
LHX5	0.202540257043715	-1.27434759152883
RABGAP1	0.202582436165589	-1.27422853222257
INTS8	0.202591533478	-1.27420285554223
SGPL1	0.202608639360602	-1.27415457737329
CHD5	0.202839071536278	1.27350451470675
TRIM4	0.202844266603926	-1.27348986531896
CTSW	0.202882387220453	-1.2733823786981
BMP1	0.202882749697913	1.27338135671081
ABCC8	0.202887293618441	1.27336854546419
RPN2	0.202990725212658	-1.2730769842667
CASC1	0.203015579767417	1.2730069383979
CLDN10	0.203029797254473	1.2729668730478
CDC42EP5	0.203136940698557	1.27266500497009
DSTYK	0.203182583755517	1.27253644452839
DAG1	0.203199403276961	1.27248907515366
HMGCR	0.203221702353395	-1.27242627792871
GABRB2	0.20322794190893	1.27240870739212
NDUFA6	0.203229672183463	1.27240383502297
ARID3A	0.203287101227261	1.27224213475791
GNL2	0.203352743330709	-1.27205735009806
IMPG2	0.203362633604299	1.27202951242062
PAMR1	0.203380751982382	1.27197851804999
TEX9	0.203445723502213	1.27179568219795
CCDC110	0.203468840431943	1.271730639278
NUDT5	0.203473901791074	-1.27171639910923
PIGA	0.203527004574205	-1.271567009607
COMT	0.203544313771634	1.27151832125946
SRRM4	0.203639668904109	1.27125015465403
ESCO1	0.203658931787093	-1.2711959928744
CTDSPL	0.203706386525813	1.27106257947536
BOLL	0.203737968996605	1.27097380162218
ATG4B	0.20375667451437	-1.27092122541452
MIIP	0.203784074339458	1.27084421817567
SIT1	0.203827660589104	1.27072173449963
PIH1D2	0.20383241644041	1.27070837102196
NLGN1	0.203837150168283	1.27069506993431
COMMD8	0.203877968819292	1.27058038478071
SOX9	0.203950757969163	1.2703759159349
LANCL1	0.204006991806052	-1.27021798825898
TRIM52	0.204015484652735	-1.270194139616
ITM2B	0.204131559646686	-1.26986826344744
GSN	0.204154858896425	1.26980286793137
ACP2	0.204193537181611	1.26969431906706
OR11A1	0.204215462309631	1.26963279382669
MYH16	0.204217313363465	1.2696275997084
GRIN1	0.204241509342122	1.26955970814179
DAZAP2	0.204250144038953	-1.26953548143764
UBE3A	0.204279624898707	-1.2694527714593
ST6GAL1	0.20435145049921	-1.26925129760636
ROBO3	0.204382803898893	1.26916336614331
HLF	0.204412871309242	1.26907905048897
HSD17B7P2	0.204600643884645	-1.26855269872991
SCGB2A2	0.204630522067744	1.26846897857247
RNPS1	0.204631265411905	-1.26846689579845
VENTXP7	0.20466414143899	1.26837478604858
FLJ10038	0.204708652069534	1.26825009642654
LGALS1	0.204739515824697	1.26816364798271
C2orf15	0.204831051234641	1.26790731578925
ZNF593	0.204874265123693	1.26778633024312
EXOC2	0.204891531722947	-1.26773799428496
TFCP2L1	0.204924380907559	1.26764604475826
DMRTC2	0.204943228277942	1.26759329313382
NUDT4	0.20494800120775	1.26757993481135
SMAD5	0.204949075503574	-1.26757692813792
GTF2H5	0.205196504117943	1.26688474508305
CCL24	0.205211381424322	1.26684314507045
RAD21	0.205224539008405	-1.26680635558233
ALDH9A1	0.20531000972887	-1.26656741544461
SLC28A3	0.205321662285634	1.26653484540432
PRSS23	0.205339332243596	-1.26648545870011
CXCR4	0.20548014780081	-1.26609199616712
KIF23	0.205498061712798	1.26604195571286
SLC10A6	0.205630526883707	-1.26567202783541
MYRIP	0.205678414486369	1.2655383374934
RPRM	0.205763765036549	1.26530011593548
DAXX	0.205901848368171	1.26491486412071
OLFML3	0.205940950781548	1.264805802683
C1orf54	0.205946267952501	1.26479097360148
MVK	0.205964059101325	1.26474135781018
ZNF362	0.205965224190297	1.26473810872945
C1orf168	0.20604526021345	1.26451494442308
PLIN1	0.206073135539069	1.26443723448488
SIPA1L1	0.206157827344705	-1.26420118021598
G0S2	0.206262923959558	1.26390835126765
LRRC4	0.20634307527763	1.26368509980818
THAP8	0.206343205920533	1.26368473597015
SERPINA12	0.20636875866563	1.26361357527028
SIRT2	0.206384534211207	1.26356964585163
CHAF1A	0.206506129282827	1.26323112758388
OAS3	0.206514819030896	1.26320694103941
ARHGAP28	0.206538580459445	1.26314080861989
SOX11	0.206566474256182	1.2630631821091
FBXO39	0.206576623739885	1.26303493868501
MAP2K6	0.206598838284584	1.2629731247895
EXOC6B	0.20662273623932	1.26290663204742
KPTN	0.206639538443138	1.26285988559014
PRAMEF2	0.206644444644031	1.26284623626373
LTBP4	0.206656924063792	1.26281151887742
MDM4	0.206772142892003	-1.26249105528916
SPHK2	0.206837444095698	1.26230948750619
EDDM3A	0.206889426940296	-1.26216498071241
FCGR3B	0.206916958026687	1.26208845788753
IFIT3	0.206917823003388	1.26208605379918
SLC25A26	0.207022207678214	-1.26179598393935
ERAP1	0.207036247252363	-1.26175697809994
KAT2B	0.207054554747802	1.26170611767246
NKX6-2	0.207203306835838	1.26129298739274
KCNQ2	0.207246663484267	1.26117261315974
LAMP2	0.207362128037642	-1.2608521295818
RPL11	0.207378479191694	1.2608067557624
DSCR9	0.207400827151969	-1.26074474523589
ZNF527	0.207524408583199	-1.26040192225762
ASZ1	0.207648988613187	1.26005647896814
PLD4	0.207700661686708	-1.25991324075079
ESPNL	0.207704041504929	1.25990387276541
FGFR4	0.207783587102625	1.25968342477776
FLVCR2	0.207784455819433	1.25968101760504
SERPINB4	0.207808740220545	1.25961372964505
GRK1	0.207822158627338	1.25957655195998
SOCS4	0.207878970939134	-1.25941916431498
ADAMTSL2	0.207887650807944	-1.25939512114551
DCPS	0.207955435109082	1.25920738419272
RECK	0.208002534724034	-1.25907696214873
PXDNL	0.2080223329187	1.25902214599111
NBPF1	0.208038708117397	-1.25897681009574
TMEM132E	0.208046382059162	1.25895556513583
ARL5C	0.208110300845014	1.25877863094793
C12orf4	0.208235466970205	-1.25843227151923
CYSLTR1	0.208265317455543	-1.25834969161319
KRTAP21-1	0.208331893071095	-1.258165544338
REEP2	0.208367180069028	1.25806795826409
MRPL40	0.20842431737801	1.25790997062917
HEPACAM2	0.208431161378342	1.25789104871741
TRIM63	0.208474075645557	-1.25777241200071
LAMC3	0.208494113953579	1.25771702205556
HIPK1	0.208529068368288	1.2576204102033
NXN	0.208548998825726	1.25756532889912
ZC3H6	0.208654368721907	-1.25727418415296
CA2	0.208673719766015	1.25722072738177
HMGN4	0.208686289473601	1.25718600580632
C19orf35	0.208712680064621	1.25711311143648
HMCES	0.208765880500189	-1.25696618496401
GPR1	0.208906455498545	-1.2565780820335
SEC22C	0.208922923574792	1.25653262894522
MRPS23	0.208967162096958	1.25641054025796
MRGPRX1	0.209113872420455	1.25600578569046
COMMD3-BMI1	0.209131893100716	-1.25595608318178
MKL2	0.209140245662839	-1.25593304718521
CLPTM1L	0.209337871400076	1.2553881984689
WNT8A	0.209446502974495	1.25508886287228
USP28	0.209531288297701	-1.25485531401943
RENBP	0.209625984024675	1.25459454695013
KCNT1	0.209695657331552	1.25440273949184
ZFP3	0.209711410915741	-1.25435937698459
ELMO3	0.209773595989638	1.25418823256792
SNAP29	0.209791468522018	1.25413905096629
ACSM2B	0.209799671495788	1.25411647905383
PCDHB15	0.209856585164461	-1.25395988876478
STOM	0.209870167975762	1.25392252203448
TNFAIP1	0.209892997082446	1.25385972240607
FPGS	0.209895194065727	1.2538536790781
HCP5	0.209935199930715	-1.25374364138621
DLG1	0.209948696309522	-1.25370652249429
SUSD4	0.210033610849438	1.25347302289794
POLD1	0.210041623501669	1.25345099308485
SMURF2	0.210059099821884	-1.25340294617747
TBC1D16	0.210067332454689	1.25338031355113
SH2B2	0.210110905468635	-1.25326053610462
ZNF502	0.210155986301456	-1.25313663275024
SCGB3A2	0.210510475982509	-1.25216299788938
C1orf198	0.210523864681441	1.25212624799254
DHX35	0.210532034607065	-1.25210382364775
ARL3	0.210548184493279	1.25205949821569
FAM109A	0.210608765475074	1.25189324786592
TMEM132A	0.210701216910561	1.25163960317628
MMP12	0.210748419046111	1.25151013303131
RILP	0.210810710724037	1.25133930607333
PRRG3	0.210840492122699	1.25125764729837
CCDC97	0.210960376325907	1.2509290165036
ACSL6	0.210992929894426	1.25083980283616
CEBPA	0.211000209978975	1.25081985298948
SEMG1	0.211102536824454	1.25053949614603
DEFB114	0.211289933365632	1.25002631857203
IL16	0.211309213338695	-1.24997353984797
MELK	0.21137385329636	1.24979661404296
ATR	0.211422268471679	-1.24966412265414
CSK	0.211449134682889	1.24959061092022
EVL	0.21146295658213	-1.2495527938608
HIST1H2BI	0.211482477189776	1.24949938803762
IKZF4	0.211546268962142	1.24932488695969
MPP5	0.211649087899828	-1.24904370792233
TMEM246	0.211737553932142	1.24880185879926
RPS19BP1	0.211844046612287	1.24851082513868
SOBP	0.21191623768769	1.24831359440045
SLC22A6	0.211948093937664	1.24822657648259
DSEL	0.21198979266659	-1.24811268732036
ZNF613	0.212117097641633	1.24776508722453
CXCL6	0.212144031936507	-1.24769156375147
FOXL2	0.212152657959135	1.24766801842605
ACTR3	0.212160015031644	-1.24764793733429
SPP2	0.212176676642025	1.24760246141383
ARRDC2	0.212196565088736	1.24754818159811
IL17B	0.212205516983192	1.24752375116711
ERLIN1	0.212267203918402	1.24735542286106
ALG13	0.212284630214574	-1.24730787723424
ATP2B3	0.212418013392358	1.24694405006097
SUMO4	0.212439481893981	-1.24688550618998
KBTBD3	0.212460985633387	1.24682687051054
TAGAP	0.212504508566225	-1.24670820674539
MRGPRX4	0.212521551767015	1.24666174383306
ENKUR	0.212526356573213	1.24664864553048
C4orf17	0.212564976759804	1.24654337144732
MINOS1-NBL1	0.212626814494819	1.24637483782332
XAB2	0.21263178191624	-1.24636130106381
SRRM3	0.212657769160536	1.24629048674077
REEP4	0.212660333905779	1.24628349823938
FDPS	0.212744274623995	-1.24605480742303
DHX34	0.212864386062162	1.24572768521948
CCL3L1	0.212889228402626	1.24566004400838
ETV6	0.212947199453621	1.24550222145905
MLH1	0.213010785101989	-1.24532914918837
ZNF746	0.213144153429159	-1.24496625821895
XIRP2	0.213154413295975	1.24493834823898
MBLAC2	0.213264835160448	-1.24463802831208
RETNLB	0.21326972505132	1.24462473162417
CCDC24	0.213351752559246	1.24440171360187
RHOT1	0.213444348455917	1.24415003637872
HERC2P9	0.213468176198908	-1.24408528491519
ZNF682	0.21349605817941	-1.24400952275637
SLC14A1	0.213569362614624	1.24381037073804
ST6GALNAC5	0.213616589256354	1.24368209247
CECR6	0.213658743402729	1.24356760953314
CALN1	0.213715703129759	1.24341294323812
DTX1	0.213734405479806	1.24336216606807
OLR1	0.213758432176184	1.24329693791958
GSDMB	0.213772008528469	-1.24326008290993
ERCC2	0.213776211754583	1.24324867297535
EIF2S1	0.213782947176626	-1.24323038956536
OR52E4	0.213859391594693	1.24302290909835
TULP1	0.21391832472414	1.24286299315169
OR9Q2	0.213934543358816	1.24281898921557
NUAK2	0.213997188055674	-1.24264904600906
GABARAPL2	0.214104112715621	1.24235906252003
IL20RA	0.214131632542981	1.24228444466948
EXPH5	0.214162517869657	1.24220070976838
PMS2CL	0.214190133581962	-1.2421258466727
SNRPB	0.214245693294831	-1.24197525161682
FAM98A	0.214247204657604	-1.24197115544918
IQCJ-SCHIP1	0.214317666639226	1.24178020914596
SCNN1G	0.214415790800894	1.24151437596225
THAP3	0.21442129225237	1.24149947429597
SRY	0.214444019543936	1.24143791627951
TMEM17	0.214468380277077	1.24137193922726
TLR10	0.214487006671605	-1.24132149633626
ABRA	0.214495298275011	-1.24129904252627
CIB3	0.214572752599653	1.24108932505379
HBE1	0.214625719825225	1.24094594094972
YTHDC2	0.214759230528142	-1.24058463603297
TNFRSF8	0.21479579340973	1.24048571828494
RETN	0.214809954454011	1.24044741005188
FAN1	0.21484615473318	-1.24034948990289
HEATR4	0.214853484734077	1.2403296640235
PLBD1	0.214912890410602	1.24016900402145
PSG1	0.215047828058213	-1.23980419005879
CASKIN1	0.215117822775351	1.2396150191145
NAF1	0.215156520039567	-1.23951045314637
SLC4A9	0.215245800962401	1.23926925403252
PSEN1	0.215283871893646	1.23916642447764
FITM1	0.215413828700977	1.2388155099081
KLF8	0.215474889079373	-1.23865068489578
CRTC1	0.215507984295154	1.23856136247517
GNB2	0.215517173168564	1.23853656389352
ESD	0.215690217305414	1.23806970112354
CSPG4	0.215728395631867	1.23796673460316
YIPF6	0.215760190375036	1.23788099455124
GBA2	0.215806865212663	1.23775514422054
CPNE9	0.215811391685886	1.23774294043984
FGD5	0.215825235948845	1.23770561620037
CBX1	0.215866656995068	1.23759395503654
RDX	0.215990406902509	1.23726044697334
BET1	0.216152119680244	-1.23682483565182
OR51G1	0.216163492121849	1.23679421014321
OR5D13	0.216182057149767	1.23674421779348
SIRT7	0.216331447678164	-1.23634204787511
SYNRG	0.216401126623959	-1.23615453556926
WNK1	0.216444773976745	1.23603709875699
CP	0.216474834302315	1.23595622887693
PUS7L	0.216477921760633	1.23594792329076
BMP10	0.216494601667388	1.23590305406942
TLR1	0.216545023823845	-1.23576743277287
POP5	0.216577864929415	-1.23567911173757
CGRRF1	0.216605080137458	1.23560592797985
HSF2	0.216696562286641	-1.23535997404177
SOX14	0.216797229846761	1.23508941104112
TTC7A	0.216928467445984	1.23473682102064
IKBKG	0.216996124532587	-1.23455510978951
DEFB126	0.217116268525308	1.23423253133861
OR8B4	0.21719460838309	-1.23402226330215
RIN1	0.21729869315059	1.23374297903225
IBSP	0.217316030976372	-1.23369646685726
TIGD3	0.217331756878278	-1.23365428129767
MYH10	0.217408143852908	1.23344940044242
JRKL	0.217437762569868	-1.23336997271086
ARSA	0.217461571470622	1.23330613065095
PGLYRP4	0.217557921908993	1.23304782436781
